TRADE NAME,POSTAL CITY,COUNTY,STREET ADDRESS,ZIP,Med Grade,Delivery,Full Address,long,lat
SHANGO PREMIUM CANNABIS,PORTLAND,MULTNOMAH,8056 SE HAROLD ST ,97206,,,"8056 SE HAROLD ST , PORTLAND, OR",-122.5801289,45.4829033
SILVER STEM,PORTLAND,MULTNOMAH,1926 NE 40TH AVE  ,97212,Yes,Yes,"1926 NE 40TH AVE  , PORTLAND, OR",-122.6218168,45.5369292
SLABTOWN,PORTLAND,MULTNOMAH,2507 NW NICOLAI ST. ,97210,Yes,,"2507 NW NICOLAI ST. , PORTLAND, OR",-122.7039543,45.54056749999999
SOMEWHERE,PORTLAND,MULTNOMAH,2128 NW OVERTON STREET ,97210,,,"2128 NW OVERTON STREET , PORTLAND, OR",-122.6950631,45.53184419999999
STONEY ONLY PORTLAND,PORTLAND,MULTNOMAH,110 SE MAIN ST. SUITE C,97214,Yes,Yes,"110 SE MAIN ST. SUITE C, PORTLAND, OR",-122.664238,45.5135328
STUMPTOWN CANNABIS - LENTS,PORTLAND,MULTNOMAH,6130 SE 82ND AVE ,97266,Yes,Yes,"6130 SE 82ND AVE , PORTLAND, OR",-122.5787688,45.4782702
SWEET LEAF ILLUSIONS,PORTLAND,MULTNOMAH,8434 SE 82ND AVE ,97266,,Yes,"8434 SE 82ND AVE , PORTLAND, OR",-122.578877,45.46264439999999
THE CANNA SHOPPE ,PORTLAND,MULTNOMAH,6316 NE HALSEY ST ,97213,Yes,,"6316 NE HALSEY ST , PORTLAND, OR",-122.5984885,45.5335771
THE DIME STORE CANNABIS,PORTLAND,MULTNOMAH,8218 SE HOLGATE BLVD. ,97266,,,"8218 SE HOLGATE BLVD. , PORTLAND, OR",-122.5783225,45.489985
THE DISPENSARY ON 52ND,PORTLAND,MULTNOMAH,4452 SE 52ND AVE ,97206,Yes,Yes,"4452 SE 52ND AVE , PORTLAND, OR",-122.608702,45.4904144
THE FLOWERSHOP POWELLHURST,PORTLAND,MULTNOMAH,12550 SE DIVISION ST ,97236,Yes,Yes,"12550 SE DIVISION ST , PORTLAND, OR",-122.5336184,45.5037663
THE GREEN FRONT,PORTLAND,MULTNOMAH,6834 NE GLISAN ST. ,97213,Yes,Yes,"6834 NE GLISAN ST. , PORTLAND, OR",-122.5926722,45.526316
THE GREEN REMEDY ,PORTLAND,MULTNOMAH,12436 SE POWELL BLVD ,97236,Yes,,"12436 SE POWELL BLVD , PORTLAND, OR",-122.5349333,45.4969602
THE NEW AMSTERDAM,PORTLAND,MULTNOMAH,2201 N KILLINGSWORTH ST ,97217,Yes,,"2201 N KILLINGSWORTH ST , PORTLAND, OR",-122.6894287,45.5629168
THE PEOPLE'S DISPENSARY,PORTLAND,MULTNOMAH,6714 NE SANDY BLVD ,97213,,,"6714 NE SANDY BLVD , PORTLAND, OR",-122.5938606,45.5462238
THURMAN STREET COLLECTIVE ,PORTLAND,MULTNOMAH,2384 NW THURMAN ST ,97210,Yes,Yes,"2384 NW THURMAN ST , PORTLAND, OR",-122.7005718,45.53527589999999
TJ'S ON POWELL,PORTLAND,MULTNOMAH,7827 SE POWELL BLVD ,97206,,,"7827 SE POWELL BLVD , PORTLAND, OR",-122.5821524,45.49771459999999
"TODAY'S HERBAL CHOICE BARBUR, LLC",PORTLAND,MULTNOMAH,9220 S.W BARBUR BLVD SUITE 107 ,97219,Yes,,"9220 S.W BARBUR BLVD SUITE 107 , PORTLAND, OR",-122.7088734,45.4586899
"TODAY'S HERBAL CHOICE FREMONT, LLC",PORTLAND,MULTNOMAH,4605 NE FREMONT ST SUITE #105 ,97213,Yes,,"4605 NE FREMONT ST SUITE #105 , PORTLAND, OR",-122.6156771,45.5485049
TREE HOUSE COLLECTIVE,PORTLAND,MULTNOMAH,2419 NE SANDY BLVD ,97232,Yes,,"2419 NE SANDY BLVD , PORTLAND, OR",-122.6411621,45.5277718
TREE PDX,PORTLAND,MULTNOMAH,5135 NW ST HELENS RD ,97210,Yes,,"5135 NW ST HELENS RD , PORTLAND, OR",-122.7405565,45.5589659
TREES 102,PORTLAND,MULTNOMAH,1234 NE 102ND AVE. ,97220,Yes,,"1234 NE 102ND AVE. , PORTLAND, OR",-122.5577241,45.531769
TREES CORBETT,PORTLAND,MULTNOMAH,3607 SW CORBETT AVE. ,97239,,,"3607 SW CORBETT AVE. , PORTLAND, OR",-122.6761251,45.497094
TRULY OG,PORTLAND,MULTNOMAH,4936 N WILLIAMS AVE ,97217,,,"4936 N WILLIAMS AVE , PORTLAND, OR",-122.6664566,45.5588476
TRULY PURE,PORTLAND,MULTNOMAH,1006 SE GRAND AVE SUITE 104 ,97214,Yes,Yes,"1006 SE GRAND AVE SUITE 104 , PORTLAND, OR",-122.6603517,45.5155843
UPLIFT BOTANICALS,PORTLAND,MULTNOMAH,5421 NE 33RD AVE ,97211,,Yes,"5421 NE 33RD AVE , PORTLAND, OR",-122.6308829,45.5624445
URBAN FARMACY,PORTLAND,MULTNOMAH,420 NE 60TH AVENUE ,97213,Yes,Yes,"420 NE 60TH AVENUE , PORTLAND, OR",-122.6020554,45.526079
VIDAVERDE,PORTLAND,MULTNOMAH,7333 NE GLISAN ST. ,97213,,,"7333 NE GLISAN ST. , PORTLAND, OR",-122.5870273,45.5265907
VIRTUE SUPPLY COMPANY,PORTLAND,MULTNOMAH,510 NW 11TH AVE ,97209,Yes,Yes,"510 NW 11TH AVE , PORTLAND, OR",-122.6819117,45.5268119
WEED LAND INC,PORTLAND,MULTNOMAH,4027 N INTERSTATE AVE ,97227,,,"4027 N INTERSTATE AVE , PORTLAND, OR",-122.68132,45.5525605
"WILD WEST EMPORIUM, DUKE STREET",PORTLAND,MULTNOMAH,"6126 SE DUKE ST, UNIT A ",97206,Yes,Yes,"6126 SE DUKE ST, UNIT A , PORTLAND, OR",-122.6003996,45.4756862
"WILD WEST EMPORIUM, SANDY BLVD",PORTLAND,MULTNOMAH,"15350 NE SANDY BLVD, UNIT C ",97230,Yes,Yes,"15350 NE SANDY BLVD, UNIT C , PORTLAND, OR",-122.5040511,45.551101
"YAK, INC.",PORTLAND,MULTNOMAH,1536 NW 23RD AVE. ,97210,,,"1536 NW 23RD AVE. , PORTLAND, OR",-122.698509,45.5339286
ZION CANNABIS,PORTLAND,MULTNOMAH,2331 SW 6TH AVE. ,97201,Yes,Yes,"2331 SW 6TH AVE. , PORTLAND, OR",-122.6845588,45.5060977
TETRA CANNABIS,TROUTDALE,MULTNOMAH,809 NE HARLOW ROAD ,97060,,,"809 NE HARLOW ROAD , TROUTDALE, OR",-122.3866944,45.5453643
"NW COMPASSION MEDICAL CENTER, INC",WOOD VILLAGE,MULTNOMAH,1970 NE 238TH DRIVE SUITE B,97060,,,"1970 NE 238TH DRIVE SUITE B, WOOD VILLAGE, OR",-122.4180889,45.53664269999999
BLACKBIRD INDICA,INDEPENDENCE,POLK,319 S 10TH STREET ,97351,Yes,,"319 S 10TH STREET , INDEPENDENCE, OR",-123.1977767,44.85086039999999
KNOTTY LEAVES,INDEPENDENCE,POLK,769 N MAIN SUITE C ,97351,,,"769 N MAIN SUITE C , INDEPENDENCE, OR",-123.1842961,44.8602285
MARY JANE,INDEPENDENCE,POLK,905 N MAIN STREET ,97351,,,"905 N MAIN STREET , INDEPENDENCE, OR",-123.1841505,44.8622375
BLACKBIRD CROW,MONMOUTH,POLK,593 & 597 JACKSON ST E  ,97361,Yes,,"593 & 597 JACKSON ST E  , MONMOUTH, OR",-123.2295593,44.8494834
MONMOUTH CANNABIS,MONMOUTH,POLK,210 SOUTH PACIFIC HIGHWAY SUITE A ,97361,Yes,Yes,"210 SOUTH PACIFIC HIGHWAY SUITE A , MONMOUTH, OR",-122.7870956,42.24745720000001
OASIS CANNABIS,MONMOUTH,POLK,221 MAIN STREET EAST ,97361,Yes,Yes,"221 MAIN STREET EAST , MONMOUTH, OR",-123.2337093,44.8484053
OG COLLECTIVE,MONMOUTH,POLK,140/142/144 N PACIFIC HWY ,97361,Yes,Yes,"140/142/144 N PACIFIC HWY , MONMOUTH, OR",-123.2296321,44.8491436
HOMEGROWN OREGON,SALEM,POLK,1077 EDGEWATER ST. NW ,97304,Yes,Yes,"1077 EDGEWATER ST. NW , SALEM, OR",-123.0559564,44.9418245
OG COLLECTIVE,SALEM,POLK,908 EDGEWATER ST NW SUITE 100,97304,,,"908 EDGEWATER ST NW SUITE 100, SALEM, OR",-123.0530664,44.9426632
WEST SALEM CANNABIS,SALEM,POLK,2625 SALEM DALLAS HWY NW STE 100 ,97304,Yes,Yes,"2625 SALEM DALLAS HWY NW STE 100 , SALEM, OR",-123.0810976,44.929551
GOING GREEN GRAND RONDE,WILLAMINA,POLK,8675 FORT HILL RD. ,97396,Yes,,"8675 FORT HILL RD. , WILLAMINA, OR",-123.5554015,45.0608254
OREGON COAST CANNABIS,MANZANITA,TILLAMOOK,868 LANEDA AVENUE ,97130,Yes,,"868 LANEDA AVENUE , MANZANITA, OR",-123.9275047,45.7187952
CITI ZEN,PACIFIC CITY,TILLAMOOK,6305 PACIFIC AVE ,97135,Yes,Yes,"6305 PACIFIC AVE , PACIFIC CITY, OR",-123.9632519,45.2018303
WEST,PACIFIC CITY,TILLAMOOK,34970 BROOTEN ROAD ,97135,Yes,Yes,"34970 BROOTEN ROAD , PACIFIC CITY, OR",-123.962008,45.202082
LA MOTA,ROCKAWAY BEACH,TILLAMOOK,158 S HWY 101 ,97136,Yes,Yes,"158 S HWY 101 , ROCKAWAY BEACH, OR",-123.9436619,45.6121985
MR. NICE GUY ROCKAWAY,ROCKAWAY BEACH,TILLAMOOK,656 S. HIGHWAY 101 ,97136,Yes,Yes,"656 S. HIGHWAY 101 , ROCKAWAY BEACH, OR",-123.9452327,45.6037312
WEST,ROCKAWAY BEACH,TILLAMOOK,480 HWY101 SOUTH ,97136,Yes,Yes,"480 HWY101 SOUTH , ROCKAWAY BEACH, OR",-123.9446348,45.6064261
ATTIS TRADING COMPANY,TILLAMOOK,TILLAMOOK,1830 GOODSPEED ROAD NORTH ,97141,Yes,Yes,"1830 GOODSPEED ROAD NORTH , TILLAMOOK, OR",-123.8456052,45.4709222
NECTAR,TILLAMOOK,TILLAMOOK,575 MAIN AVENUE NORTH ,97141,Yes,Yes,"575 MAIN AVENUE NORTH , TILLAMOOK, OR",-123.8440228,45.4614743
SWEET RELIEF TILLAMOOK,TILLAMOOK,TILLAMOOK,1906 1ST ST. ,97141,Yes,Yes,"1906 1ST ST. , TILLAMOOK, OR",-123.8446389,45.4580144
TODAY'S HERBAL CHOICE TILLAMOOK LLC,TILLAMOOK,TILLAMOOK,2180 LARSON RD ,97141,,,"2180 LARSON RD , TILLAMOOK, OR",-123.8427362,45.469648
GREEN MAN COLLECTIVE,WHEELER,TILLAMOOK,"675 NEHALEM BLVD., STE. A ",97147,Yes,,"675 NEHALEM BLVD., STE. A , WHEELER, OR",-123.882643,45.6892334
"HIGH DESERT CANNABIS, LLC",PENDLETON,UMATILLA,341 SW 20TH ST ,97801,Yes,Yes,"341 SW 20TH ST , PENDLETON, OR",-118.8052111,45.6649665
KIND LEAF PENDLETON,PENDLETON,UMATILLA,1733 SW COURT AVE ,97801,Yes,Yes,"1733 SW COURT AVE , PENDLETON, OR",-118.8043002,45.66819719999999
PENDLETON CANNABIS,PENDLETON,UMATILLA,816 SOUTHGATE ,97801,,Yes,"816 SOUTHGATE , PENDLETON, OR",-118.8073758,45.6603334
THUR'S SMOKE SHOP,PENDLETON,UMATILLA,502 SE 16TH ST ,97801,,,"502 SE 16TH ST , PENDLETON, OR",-118.7694324,45.6744871
COLUMBIA RIVER HERBALS LLC,THE DALLES,WASCO,2630 W 6TH ST ,97058,Yes,Yes,"2630 W 6TH ST , THE DALLES, OR",-121.2106047,45.6161238
HIGH MOUNTAIN RECREATIONAL,THE DALLES,WASCO,2722 W 2ND ST ,97058,Yes,,"2722 W 2ND ST , THE DALLES, OR",-121.2091973,45.6182034
M THRIVE ORGANICS LLC,THE DALLES,WASCO,3226 WEST 2ND STREET ,97058,Yes,Yes,"3226 WEST 2ND STREET , THE DALLES, OR",-121.2116863,45.6224615
THE DOWNTOWN DISPENSARY,THE DALLES,WASCO,705 E SECOND ST ,97058,,,"705 E SECOND ST , THE DALLES, OR",-121.176604,45.599075
THREE KINGS ORGANICS,THE DALLES,WASCO,224 TERMINAL AVE ,97058,,Yes,"224 TERMINAL AVE , THE DALLES, OR",-121.1983875,45.6096335
BLOOMING DEALS BY CANNABIS NATION,BEAVERTON,WASHINGTON,15915 NW SCHENDEL AVE #104 ,97006,Yes,,"15915 NW SCHENDEL AVE #104 , BEAVERTON, OR",-122.8407206,45.52043219999999
ELECTRIC LETTUCE DENNY,BEAVERTON,WASHINGTON,6950 SW 105TH  ,97008,Yes,Yes,"6950 SW 105TH  , BEAVERTON, OR",-122.7840766,45.4695961
"GREEN MART, LLC",BEAVERTON,WASHINGTON,12745 SW WALKER RD. STE 100A ,97005,,,"12745 SW WALKER RD. STE 100A , BEAVERTON, OR",-122.808016,45.5026376
GROWING RELEAF,BEAVERTON,WASHINGTON,4160 SW 109TH AVE ,97005,Yes,,"4160 SW 109TH AVE , BEAVERTON, OR",-122.7885886,45.48996409999999
KALEAFA,BEAVERTON,WASHINGTON,10920 SW BEAVERTON HILLSDALE HWY. ,97005,Yes,Yes,"10920 SW BEAVERTON HILLSDALE HWY. , BEAVERTON, OR",-122.7890342,45.4862858
LA MOTA,BEAVERTON,WASHINGTON,18918 SW SHAW ST ,97078,,,"18918 SW SHAW ST , BEAVERTON, OR",-122.8717138,45.493513
LA MOTA ,BEAVERTON,WASHINGTON,3695 SW ELLIOT PLACE  ,97006,Yes,Yes,"3695 SW ELLIOT PLACE  , BEAVERTON, OR",-122.8530732,45.4930594
NECTAR,BEAVERTON,WASHINGTON,8705 SW HALL BLVD ,97008,Yes,Yes,"8705 SW HALL BLVD , BEAVERTON, OR",-122.7834751,45.457035
NECTAR ,BEAVERTON,WASHINGTON,15930 SW REGATTA LN ,97006,,,"15930 SW REGATTA LN , BEAVERTON, OR",-122.841356,45.5160095
NECTAR ,BEAVERTON,WASHINGTON,20595 SW TUALATIN VALLEY HIGHWAY STE 102 ,97003,,,"20595 SW TUALATIN VALLEY HIGHWAY STE 102 , BEAVERTON, OR",-122.8890436,45.4966374
OREGON BUD COMPANY LLC,BEAVERTON,WASHINGTON,3270 SW CEDAR HILLS BLVD #104,97005,Yes,,"3270 SW CEDAR HILLS BLVD #104, BEAVERTON, OR",-122.8083672,45.4962128
SUNSHINE WEED COMPANY,BEAVERTON,WASHINGTON,14195 SW ALLEN BLVD. ,97005,Yes,Yes,"14195 SW ALLEN BLVD. , BEAVERTON, OR",-122.8229022,45.4767259
THE GREEN PLANET,BEAVERTON,WASHINGTON,10100 SW CANYON RD  ,97005,Yes,,"10100 SW CANYON RD  , BEAVERTON, OR",-122.7808232,45.4928961
MR. NICE GUY RETAIL,CORNELIUS,WASHINGTON,3146 BASELINE ST ,97113,,,"3146 BASELINE ST , CORNELIUS, OR",-123.0326459,45.5203887
OREGROWN EUGENE,EUGENE,WASHINGTON,211 W. 6TH AVENUE ,97401,Yes,Yes,"211 W. 6TH AVENUE , EUGENE, OR",-123.0962327,44.0535232
DEFYNE PREMIUM CANNABIS,FOREST GROVE,WASHINGTON,3821 PACIFIC AVENUE ,97116,Yes,Yes,"3821 PACIFIC AVENUE , FOREST GROVE, OR",-123.0804114,45.5206616
LA MOTA,FOREST GROVE,WASHINGTON,3139 PACIFIC AVE ,97116,,,"3139 PACIFIC AVE , FOREST GROVE, OR",-123.0911175,45.5203587
NECTAR ,FOREST GROVE,WASHINGTON,3331 PACIFIC AVENUE ,97116,,,"3331 PACIFIC AVENUE , FOREST GROVE, OR",-123.0884935,45.5204303
PHRESH CANNABIS,FOREST GROVE,WASHINGTON,2743 19TH AVENUE ,97116,,,"2743 19TH AVENUE , FOREST GROVE, OR",-123.0973921,45.5186441
DEFYNE PREMIUM CANNABIS,HILLSBORO,WASHINGTON,1775 SE TUALATIN VALLEY HIGHWAY  BUILDING A,97123,Yes,Yes,"1775 SE TUALATIN VALLEY HIGHWAY  BUILDING A, HILLSBORO, OR",-122.9646145,45.50855380000001
ELECTRIC LETTUCE HILLSBORO,HILLSBORO,WASHINGTON,2795 SE TUALATIN VALLEY HWY ,97123,,,"2795 SE TUALATIN VALLEY HWY , HILLSBORO, OR",-122.9533306,45.5044716
KALEAFA,HILLSBORO,WASHINGTON,353 SW WALNUT ST. ,97123,,,"353 SW WALNUT ST. , HILLSBORO, OR",-122.9941986,45.5177975
MR. NICE GUY RETAIL,HILLSBORO,WASHINGTON,778 WEST MAIN STREET ,97123,,,"778 WEST MAIN STREET , HILLSBORO, OR",-122.998269,45.522509
NECTAR ,HILLSBORO,WASHINGTON,1180 SE 13TH AVE ,97123,,,"1180 SE 13TH AVE , HILLSBORO, OR",-122.9686203,45.5105695
SPEEDY JANES,HILLSBORO,WASHINGTON, 733 SW DENNIS AVE ,97123,Yes,Yes," 733 SW DENNIS AVE , HILLSBORO, OR",-122.9961452,45.5145707
THE VTH,HILLSBORO,WASHINGTON,1234 SW BASELINE ST. SUITE A ,97123,,,"1234 SW BASELINE ST. SUITE A , HILLSBORO, OR",-123.0031206,45.5195558
WESTERN OREGON DISPENSARY,HILLSBORO,WASHINGTON,652 SW BASELINE ST. ,97123,,,"652 SW BASELINE ST. , HILLSBORO, OR",-122.9975106,45.519853
THE GREEN PLANET,KING CITY,WASHINGTON,15350 SW 116TH AVE  ,97224,Yes,Yes,"15350 SW 116TH AVE  , KING CITY, OR",-122.7952411,45.4085805
PUFF OREGON,MANNING,WASHINGTON,47700 NW SUNSET HWY ,97125,Yes,Yes,"47700 NW SUNSET HWY , MANNING, OR",-123.1680255,45.6672389
CHALICE FARMS,PORTLAND,WASHINGTON,"16735 SW PACIFIC HWY, ",97224,Yes,Yes,"16735 SW PACIFIC HWY, , PORTLAND, OR",-122.7992888,45.3989229
ELECTRIC LETTUCE CEDAR HILLS,PORTLAND,WASHINGTON,1450 SW MARLOW ,97225,Yes,,"1450 SW MARLOW , PORTLAND, OR",-122.7832136,45.5093112
LOCAL LEAF,PORTLAND,WASHINGTON,7570 SW 74TH AVE ,97223,Yes,Yes,"7570 SW 74TH AVE , PORTLAND, OR",-122.751933,45.4655602
PARLOUR CANNABIS SHOPPE,PORTLAND,WASHINGTON,4702 SW SCHOLLS FERRY ROAD ,97225,Yes,Yes,"4702 SW SCHOLLS FERRY ROAD , PORTLAND, OR",-122.749366,45.4853763
STONE AGE FARMACY,PORTLAND,WASHINGTON,8621 SW CANYON DR. ,97225,Yes,,"8621 SW CANYON DR. , PORTLAND, OR",-122.7652719,45.4986616
WESTERN OREGON DISPENSARY,PORTLAND,WASHINGTON,760 NW DALE AVE ,97229,Yes,Yes,"760 NW DALE AVE , PORTLAND, OR",-122.8123695,45.5252443
WESTERN OREGON DISPENSARY,SHERWOOD,WASHINGTON,15025 SW TUALATIN SHERWOOD RD  SUITE B,97140,,,"15025 SW TUALATIN SHERWOOD RD  SUITE B, SHERWOOD, OR",-122.8315975,45.3682493
COLA COVE,TIGARD,WASHINGTON,13553 SW PACIFIC HWY ,97223,Yes,Yes,"13553 SW PACIFIC HWY , TIGARD, OR",-122.7848712,45.42207699999999
KALEAFA,TIGARD,WASHINGTON,11540 SW PACIFIC HWY ,97223,,,"11540 SW PACIFIC HWY , TIGARD, OR",-122.7492355,45.4404395
THE CDC DISPENSARY,TIGARD,WASHINGTON,10015 SW HALL BLVD STE B ,97223,Yes,Yes,"10015 SW HALL BLVD STE B , TIGARD, OR",-122.7661796,45.4475719
THE HERBARY,TIGARD,WASHINGTON,11642 SW PACIFIC HIGHWAY  SUITE 100,97223,,,"11642 SW PACIFIC HIGHWAY  SUITE 100, TIGARD, OR",-122.754254,45.43800419999999
CHALICE FARMS,DUNDEE,YAMHILL,1178 N HWY 99W ,97115,Yes,Yes,"1178 N HWY 99W , DUNDEE, OR",-123.0148869,45.2739878
GREEN RIDGE APOTHECARY,MCMINNVILLE,YAMHILL,106 NE 8TH ST ,97128,Yes,Yes,"106 NE 8TH ST , MCMINNVILLE, OR",-123.1987481,45.2134308
MEDICINE TREE LLC,MCMINNVILLE,YAMHILL,2046 OR HWY 99 STE A ,97128,Yes,,"2046 OR HWY 99 STE A , MCMINNVILLE, OR",-123.2050852,44.2148789
NEW LEAF MIDTOWN,MCMINNVILLE,YAMHILL,2215 NE EVANS ,97128,Yes,Yes,"2215 NE EVANS , MCMINNVILLE, OR",-123.1948412,45.2247738
OCEAN GROWN CANNABIS COMPANY LLC,MCMINNVILLE,YAMHILL,13580 SW HWY 99W SUITE #1 ,97128,,,"13580 SW HWY 99W SUITE #1 , MCMINNVILLE, OR",-123.204336,45.161171
SMOOTH ROOTS,MCMINNVILLE,YAMHILL,1500 SW BAKER STREET ,97128,,,"1500 SW BAKER STREET , MCMINNVILLE, OR",-123.2055166,45.1981568
TOP SHELF CANNABIS ,MCMINNVILLE,YAMHILL,353 SE BAKER ST.  SUITE C,97128,Yes,,"353 SE BAKER ST.  SUITE C, MCMINNVILLE, OR",-123.1985502,45.2065787
CANNA BROS.,NEWBERG,YAMHILL,2316 E PORTLAND RD SUITE C-2 ,97132,Yes,,"2316 E PORTLAND RD SUITE C-2 , NEWBERG, OR",-122.957201,45.302847
OASIS CANNABIS,NEWBERG,YAMHILL,"308 VILLA ROAD, SUITE 115 ",97132,Yes,Yes,"308 VILLA ROAD, SUITE 115 , NEWBERG, OR",-122.9617894,45.3025925
WESTERN OREGON DISPENSARY INC,NEWBERG,YAMHILL,1013 N. SPRINGBROOK RD. ,97132,Yes,Yes,"1013 N. SPRINGBROOK RD. , NEWBERG, OR",-122.947303,45.30696
CANNA BROS.,SHERIDAN,YAMHILL,1210 W MAIN ST ,97378,Yes,,"1210 W MAIN ST , SHERIDAN, OR",-123.4182551,45.0975107
POTTONMOUTH RETAIL CANNABIS,SHERIDAN,YAMHILL,950 SE SHERIDAN ROAD ,97378,Yes,Yes,"950 SE SHERIDAN ROAD , SHERIDAN, OR",-123.3817135,45.0939535
